word,spam_count,ham_count,total,spam_ratio
https,36,36,72,0.5
walls,28,31,59,0.475
ihre,48,3,51,0.941
standard,407,956,1363,0.299
sufficient,44,198,242,0.182
traffic,141,105,246,0.573
dabhol,0,584,584,0.0
muiti,74,0,74,1.0
accurately,26,74,100,0.26
reiated,111,0,111,1.0
organize,18,42,60,0.3
gore,4,75,79,0.051
automotive,28,22,50,0.56
accordingly,43,137,180,0.239
erol,0,58,58,0.0
awhile,46,18,64,0.719
rio,62,84,146,0.425
connectivity,50,27,77,0.649
segments,118,42,160,0.738
feeling,142,81,223,0.637
valium,333,0,333,1.0
stanford,15,592,607,0.025
one,5980,5937,11917,0.502
osprey,10,112,122,0.082
signal,39,71,110,0.355
proof,118,38,156,0.756
death,459,50,509,0.902
utilicorp,0,66,66,0.0
highway,32,23,55,0.582
kristen,0,111,111,0.0
las,405,99,504,0.804
ennium,83,0,83,1.0
democrats,6,112,118,0.051
magazine,176,169,345,0.51
joined,56,206,262,0.214
fare,18,53,71,0.254
endeavor,50,21,71,0.704
exactiy,59,0,59,1.0
headlines,46,27,73,0.63
leverage,50,110,160,0.312
lift,51,39,90,0.567
generator,28,160,188,0.149
fastow,0,1431,1431,0.0
belt,69,9,78,0.885
kirstee,0,123,123,0.0
calls,196,459,655,0.299
rolling,26,146,172,0.151
print,215,252,467,0.46
established,198,185,383,0.517
activity,185,724,909,0.204
properties,388,91,479,0.81
academic,53,118,171,0.31
voice,438,363,801,0.547
sets,53,142,195,0.272
lls,107,0,107,1.0
affiliate,369,230,599,0.616
router,83,11,94,0.883
mcmahon,10,364,374,0.027
purchasers,11,48,59,0.186
duplicate,31,45,76,0.408
systems,1055,957,2012,0.524
resources,515,1221,1736,0.297
eps,15,38,53,0.283
situations,33,59,92,0.359
angry,38,26,64,0.594
consideration,63,177,240,0.263
charging,8,51,59,0.136
rebound,7,46,53,0.132
duties,25,98,123,0.203
generic,683,39,722,0.946
emotional,68,11,79,0.861
fabulous,35,16,51,0.686
interchange,2,124,126,0.016
mapping,7,102,109,0.064
shepperd,0,53,53,0.0
whole,297,419,716,0.415
circulation,210,23,233,0.901
observe,68,10,78,0.872
deciding,468,41,509,0.919
courses,45,110,155,0.29
hsb,0,101,101,0.0
buyer,49,331,380,0.129
ipps,0,57,57,0.0
exceeded,45,26,71,0.634
today,2581,2895,5476,0.471
zip,119,47,166,0.717
hrs,140,39,179,0.782
basis,275,1143,1418,0.194
factors,898,251,1149,0.782
importance,142,345,487,0.292
dias,40,14,54,0.741
creativeness,71,0,71,1.0
incentive,46,90,136,0.338
rose,85,639,724,0.117
placing,64,61,125,0.512
remembered,88,10,98,0.898
trees,43,36,79,0.544
plenty,48,75,123,0.39
briefing,1,111,112,0.009
mor,75,1,76,0.987
boat,79,23,102,0.775
itinerary,11,75,86,0.128
vacations,73,14,87,0.839
dubuis,52,0,52,1.0
beverly,35,113,148,0.236
corey,13,48,61,0.213
heaven,201,11,212,0.948
suggestion,65,114,179,0.363
moody,10,815,825,0.012
alternate,36,151,187,0.193
robert,171,1691,1862,0.092
graph,12,66,78,0.154
rev,30,65,95,0.316
frank,121,498,619,0.195
herrera,0,88,88,0.0
government,1225,842,2067,0.593
clay,23,83,106,0.217
shona,0,253,253,0.0
alias,272,1336,1608,0.169
sized,122,22,144,0.847
develops,35,31,66,0.53
projected,211,96,307,0.687
adult,335,11,346,0.968
maiiings,223,0,223,1.0
holder,56,35,91,0.615
bechtel,7,65,72,0.097
compatible,73,12,85,0.859
shults,0,66,66,0.0
exotica,8,118,126,0.063
hell,54,30,84,0.643
town,100,204,304,0.329
producing,311,91,402,0.774
dispatch,49,75,124,0.395
child,246,113,359,0.685
service,2147,2931,5078,0.423
director,714,1560,2274,0.314
reasonable,87,184,271,0.321
listing,338,334,672,0.503
barbara,22,185,207,0.106
elections,10,63,73,0.137
movies,340,34,374,0.909
examine,37,86,123,0.301
conduct,101,256,357,0.283
tenaska,0,445,445,0.0
colorado,64,91,155,0.413
stake,170,401,571,0.298
unsubscribed,66,41,107,0.617
stochastic,4,78,82,0.049
xerox,19,34,53,0.358
older,68,31,99,0.687
definite,72,29,101,0.713
accomplished,24,49,73,0.329
weekend,263,601,864,0.304
marcello,2,65,67,0.03
leth,71,0,71,1.0
intro,78,14,92,0.848
ghz,56,0,56,1.0
baxter,13,214,227,0.057
cumulative,6,97,103,0.058
apparel,59,2,61,0.967
cisco,182,93,275,0.662
beneficiary,333,11,344,0.968
educational,77,41,118,0.653
duran,3,218,221,0.014
rico,29,26,55,0.527
gucci,59,0,59,1.0
tricks,52,12,64,0.812
magee,3,124,127,0.024
optional,24,27,51,0.471
cola,47,41,88,0.534
certified,115,41,156,0.737
sponsorship,57,46,103,0.553
work,1774,3292,5066,0.35
highest,286,209,495,0.578
regarded,28,25,53,0.528
kern,6,121,127,0.047
kingdom,143,36,179,0.799
canon,244,22,266,0.917
bjorn,0,82,82,0.0
week,1233,5028,6261,0.197
baby,109,87,196,0.556
plug,57,42,99,0.576
led,128,441,569,0.225
originally,19,209,228,0.083
habits,85,12,97,0.876
offered,200,362,562,0.356
windows,1702,160,1862,0.914
marketers,24,166,190,0.126
moving,220,512,732,0.301
listed,340,648,988,0.344
par,77,72,149,0.517
broader,11,86,97,0.113
passes,23,49,72,0.319
ambiien,67,0,67,1.0
eleven,51,9,60,0.85
photos,152,49,201,0.756
metals,115,550,665,0.173
jcc,0,67,67,0.0
element,74,52,126,0.587
support,882,1982,2864,0.308
kerr,13,54,67,0.194
browse,229,10,239,0.958
pressures,16,47,63,0.254
risks,1228,368,1596,0.769
quant,0,53,53,0.0
album,49,5,54,0.907
probably,110,885,995,0.111
attended,15,118,133,0.113
shanbhogue,0,281,281,0.0
conferences,16,129,145,0.11
refill,118,4,122,0.967
ebay,754,29,783,0.963
introduction,69,137,206,0.335
acknowledged,4,86,90,0.044
walton,12,136,148,0.081
targeting,122,27,149,0.819
chang,13,39,52,0.25
parsons,6,131,137,0.044
tens,45,20,65,0.692
steve,63,1759,1822,0.035
clinical,50,4,54,0.926
vols,0,93,93,0.0
petroieum,174,0,174,1.0
epgt,0,67,67,0.0
complicated,18,151,169,0.107
settlement,28,370,398,0.07
janus,7,76,83,0.084
assessed,12,39,51,0.235
djinteractive,0,57,57,0.0
herein,686,41,727,0.944
nominations,0,285,285,0.0
budgets,19,53,72,0.264
ordinary,58,32,90,0.644
fitch,6,297,303,0.02
distributorjebel,129,0,129,1.0
bunch,19,32,51,0.373
pavel,1,68,69,0.014
remittance,181,2,183,0.989
slot,48,46,94,0.511
arena,49,63,112,0.438
decides,46,28,74,0.622
investor,759,761,1520,0.499
invested,198,152,350,0.566
incorporated,54,60,114,0.474
arm,408,78,486,0.84
artwork,192,3,195,0.985
regard,93,219,312,0.298
wake,25,90,115,0.217
mess,8,50,58,0.138
pictures,183,99,282,0.649
warehouse,80,25,105,0.762
highlights,46,100,146,0.315
ware,58,6,64,0.906
sport,89,7,96,0.927
raising,26,129,155,0.168
bigger,188,115,303,0.62
supervisor,10,237,247,0.04
ads,167,19,186,0.898
enclosed,31,108,139,0.223
show,762,748,1510,0.505
sends,34,44,78,0.436
york,225,2377,2602,0.086
wide,739,263,1002,0.738
wireiess,60,0,60,1.0
verify,315,206,521,0.605
donations,10,51,61,0.164
detailed,157,360,517,0.304
eric,40,496,536,0.075
dyson,0,140,140,0.0
advantage,538,215,753,0.714
maryland,34,34,68,0.5
margaret,9,219,228,0.039
eol,1,963,964,0.001
broad,61,127,188,0.324
distant,42,8,50,0.84
faced,42,108,150,0.28
updated,217,529,746,0.291
competitive,326,311,637,0.512
cures,75,0,75,1.0
means,464,334,798,0.581
shipper,2,165,167,0.012
complaints,190,59,249,0.763
outages,0,109,109,0.0
manages,14,100,114,0.123
wellhead,1,362,363,0.003
engage,29,132,161,0.18
buyback,0,194,194,0.0
hype,35,17,52,0.673
continual,30,22,52,0.577
sas,20,45,65,0.308
together,298,1065,1363,0.219
logged,24,28,52,0.462
appear,87,326,413,0.211
bonanza,72,7,79,0.911
terrorist,45,115,160,0.281
davidson,13,77,90,0.144
wives,65,5,70,0.929
stage,167,241,408,0.409
science,167,105,272,0.614
traded,143,470,613,0.233
wolf,33,42,75,0.44
oct,56,1268,1324,0.042
extend,50,350,400,0.125
wsrm,81,0,81,1.0
icon,26,64,90,0.289
zimin,0,527,527,0.0
european,353,551,904,0.39
subscribed,67,36,103,0.65
qfs,0,117,117,0.0
fma,0,63,63,0.0
separate,66,273,339,0.195
bundled,6,45,51,0.118
ypil,182,0,182,1.0
check,1462,856,2318,0.631
kysa,0,50,50,0.0
contributed,4,190,194,0.021
netscape,285,71,356,0.801
common,285,434,719,0.396
prototype,31,23,54,0.574
learning,96,127,223,0.43
howard,39,413,452,0.086
graphic,121,33,154,0.786
bridge,95,234,329,0.289
lottery,1356,15,1371,0.989
supply,400,1091,1491,0.268
assignment,10,209,219,0.046
listen,95,52,147,0.646
sherry,13,40,53,0.245
suffered,40,97,137,0.292
think,666,2823,3489,0.191
playing,100,92,192,0.521
unavailable,13,84,97,0.134
blue,147,206,353,0.416
club,139,194,333,0.417
ruth,17,46,63,0.27
speakers,53,186,239,0.222
invoice,38,393,431,0.088
care,587,386,973,0.603
duty,420,96,516,0.814
filings,525,241,766,0.685
grp,67,3,70,0.957
enter,520,374,894,0.582
repayment,2,72,74,0.027
lindberg,10,137,147,0.068
nations,57,11,68,0.838
confirms,17,110,127,0.134
charm,20,48,68,0.294
odds,19,44,63,0.302
lew,9,69,78,0.115
finally,338,290,628,0.538
afxpress,0,57,57,0.0
estimated,283,334,617,0.459
remind,15,71,86,0.174
mark,195,2677,2872,0.068
announced,684,736,1420,0.482
addressing,35,61,96,0.365
connell,10,50,60,0.167
computing,49,44,93,0.527
unwarranted,206,6,212,0.972
marketinq,106,0,106,1.0
reviewers,2,103,105,0.019
cgi,76,61,137,0.555
comfort,178,44,222,0.802
white,354,439,793,0.446
publicly,81,113,194,0.418
regional,61,314,375,0.163
accessed,42,41,83,0.506
entre,59,6,65,0.908
swms,64,0,64,1.0
practice,109,182,291,0.375
invitation,212,365,577,0.367
original,649,4298,4947,0.131
bay,71,46,117,0.607
popularity,45,11,56,0.804
delegate,17,46,63,0.27
may,6222,6893,13115,0.474
roxio,110,0,110,1.0
automation,166,22,188,0.883
breathing,166,10,176,0.943
becoming,100,102,202,0.495
election,41,111,152,0.27
exciusive,110,0,110,1.0
anyone,440,690,1130,0.389
certainly,68,259,327,0.208
shirts,23,31,54,0.426
metal,71,88,159,0.447
transact,13,63,76,0.171
coordinated,23,59,82,0.28
adjustment,6,153,159,0.038
carl,41,133,174,0.236
correo,131,1,132,0.992
fontfont,178,0,178,1.0
ppt,1,60,61,0.016
amount,763,944,1707,0.447
vocalscape,174,0,174,1.0
construction,217,333,550,0.395
session,118,565,683,0.173
ars,232,1,233,0.996
mailman,165,53,218,0.757
organized,46,109,155,0.297
deadline,26,431,457,0.057
mwh,2,314,316,0.006
detection,58,8,66,0.879
naturally,73,17,90,0.811
intuitive,44,8,52,0.846
fast,957,280,1237,0.774
truck,30,23,53,0.566
pat,23,593,616,0.037
amanda,6,45,51,0.118
percent,449,2462,2911,0.154
iisted,51,0,51,1.0
holmes,5,99,104,0.048
randall,9,61,70,0.129
bankruptcy,322,1283,1605,0.201
petrochemical,41,26,67,0.612
floor,116,703,819,0.142
contracting,24,63,87,0.276
extended,205,312,517,0.397
finishing,5,45,50,0.1
usb,422,3,425,0.993
washington,118,533,651,0.181
ramesh,0,50,50,0.0
relate,52,97,149,0.349
meetings,24,656,680,0.035
irish,79,2,81,0.975
loi,49,18,67,0.731
alexander,29,40,69,0.42
true,318,267,585,0.544
melanie,9,43,52,0.173
indications,23,51,74,0.311
enormous,77,75,152,0.507
connie,10,97,107,0.093
vocaiscape,65,0,65,1.0
kinder,2,54,56,0.036
xanax,387,0,387,1.0
belongs,60,23,83,0.723
shortage,15,74,89,0.169
hoiding,87,0,87,1.0
biz,768,27,795,0.966
stephanie,8,257,265,0.03
conclusions,8,74,82,0.098
videos,196,37,233,0.841
esteem,70,8,78,0.897
largely,12,123,135,0.089
ebiz,1,50,51,0.02
kenny,7,70,77,0.091
ceos,28,34,62,0.452
rank,195,81,276,0.707
rodney,12,75,87,0.138
driving,85,107,192,0.443
aggressive,376,152,528,0.712
maurice,47,10,57,0.825
hong,132,112,244,0.541
peakers,0,88,88,0.0
cfm,23,137,160,0.144
accountants,4,73,77,0.052
unnecessary,239,17,256,0.934
enroll,6,66,72,0.083
paperwork,75,38,113,0.664
refining,37,39,76,0.487
safety,414,129,543,0.762
predict,41,63,104,0.394
superb,67,8,75,0.893
create,545,815,1360,0.401
museum,17,33,50,0.34
highlight,8,65,73,0.11
arrival,57,73,130,0.438
owes,13,71,84,0.155
imbalances,0,76,76,0.0
therein,302,10,312,0.968
wiil,724,0,724,1.0
easiest,44,12,56,0.786
rogers,21,158,179,0.117
laptop,135,64,199,0.678
stable,71,100,171,0.415
always,962,522,1484,0.648
stupid,70,16,86,0.814
virtual,114,45,159,0.717
nbc,84,21,105,0.8
issued,302,459,761,0.397
bernstein,10,44,54,0.185
newsletter,1500,197,1697,0.884
lab,29,52,81,0.358
conversation,36,355,391,0.092
runs,29,139,168,0.173
deposit,680,69,749,0.908
curve,29,593,622,0.047
rooms,79,100,179,0.441
determination,13,67,80,0.163
length,284,83,367,0.774
pack,246,57,303,0.812
alerts,55,11,66,0.833
set,876,1988,2864,0.306
authorised,4,76,80,0.05
ciean,54,0,54,1.0
world,2343,1094,3437,0.682
anti,300,59,359,0.836
warrants,13,50,63,0.206
jung,3,58,61,0.049
october,165,1970,2135,0.077
severa,58,0,58,1.0
stranger,23,33,56,0.411
came,354,554,908,0.39
paramount,59,4,63,0.937
events,1527,542,2069,0.738
interrupted,45,16,61,0.738
optic,6,58,64,0.094
kept,240,205,445,0.539
inches,284,9,293,0.969
built,192,223,415,0.463
darrell,12,132,144,0.083
definitive,52,57,109,0.477
xom,80,0,80,1.0
disorder,82,1,83,0.988
credit,1252,4556,5808,0.216
proper,188,110,298,0.631
updates,131,300,431,0.304
awareness,79,20,99,0.798
gra,235,0,235,1.0
scre,93,0,93,1.0
fallout,6,69,75,0.08
draft,38,954,992,0.038
combination,139,156,295,0.471
greenhouse,53,0,53,1.0
bobby,24,58,82,0.293
merrill,13,163,176,0.074
neon,0,75,75,0.0
advertising,622,65,687,0.905
hrgovcic,0,74,74,0.0
sizes,82,11,93,0.882
affordability,72,0,72,1.0
account,3809,739,4548,0.838
downside,17,39,56,0.304
questionable,6,55,61,0.098
revenues,594,247,841,0.706
steady,67,68,135,0.496
environment,180,329,509,0.354
sums,31,23,54,0.574
vlagra,157,0,157,1.0
value,909,2179,3088,0.294
lindy,0,106,106,0.0
devices,188,24,212,0.887
offline,27,26,53,0.509
emailing,51,22,73,0.699
single,321,402,723,0.444
video,556,309,865,0.643
csikos,0,69,69,0.0
bal,7,94,101,0.069
elliott,8,70,78,0.103
methanol,22,135,157,0.14
wincenty,0,77,77,0.0
take,2250,2722,4972,0.453
andre,17,75,92,0.185
sex,829,5,834,0.994
globe,55,81,136,0.404
sobre,155,2,157,0.987
volatile,18,100,118,0.153
computers,171,60,231,0.74
logodentity,53,0,53,1.0
spending,132,176,308,0.429
chairman,158,1748,1906,0.083
transportation,76,518,594,0.128
marine,52,20,72,0.722
campaigns,68,14,82,0.829
recipient,166,418,584,0.284
shirley,23,1727,1750,0.013
yvette,5,79,84,0.06
equistar,0,174,174,0.0
serial,400,0,400,1.0
moscoso,0,90,90,0.0
mine,166,115,281,0.591
bush,47,425,472,0.1
wise,81,37,118,0.686
coordinator,217,224,441,0.492
definitely,76,155,231,0.329
performers,32,39,71,0.451
ted,24,445,469,0.051
nds,407,0,407,1.0
ceo,430,1345,1775,0.242
deeply,25,37,62,0.403
chokshi,0,314,314,0.0
proposed,104,885,989,0.105
cleaning,14,51,65,0.215
stationery,418,0,418,1.0
speculative,556,44,600,0.927
touche,6,51,57,0.105
scope,23,200,223,0.103
note,1062,1587,2649,0.401
unheard,65,4,69,0.942
especially,199,343,542,0.367
mscf,0,57,57,0.0
formal,43,266,309,0.139
dept,128,197,325,0.394
shocked,45,25,70,0.643
starting,399,379,778,0.513
commit,66,69,135,0.489
ronn,70,92,162,0.432
lnternet,54,0,54,1.0
gulf,39,161,200,0.195
presentation,72,1330,1402,0.051
blackouts,12,54,66,0.182
volumes,23,1191,1214,0.019
penalty,40,89,129,0.31
device,282,20,302,0.934
stockholders,12,53,65,0.185
competitors,302,144,446,0.677
deterioration,3,70,73,0.041
hin,325,0,325,1.0
admitted,26,64,90,0.289
vicki,10,44,54,0.185
tool,150,173,323,0.464
earning,256,24,280,0.914
stop,1885,322,2207,0.854
bra,377,0,377,1.0
walk,104,193,297,0.35
dissolve,69,9,78,0.885
opposition,38,71,109,0.349
amended,128,83,211,0.607
dynamics,15,65,80,0.188
rly,6,49,55,0.109
intends,124,62,186,0.667
omaha,20,92,112,0.179
principle,69,42,111,0.622
compensated,295,24,319,0.925
card,887,284,1171,0.757
seventy,57,0,57,1.0
estimates,1014,329,1343,0.755
usted,91,0,91,1.0
doubt,195,141,336,0.58
pill,420,4,424,0.991
girls,292,23,315,0.927
achieve,328,153,481,0.682
lincoln,32,23,55,0.582
banks,175,714,889,0.197
donna,24,387,411,0.058
mtm,0,82,82,0.0
gloria,21,41,62,0.339
typical,32,67,99,0.323
hpl,4,2608,2612,0.002
creditworthiness,1,53,54,0.019
cited,1,92,93,0.011
burton,16,137,153,0.105
signals,27,56,83,0.325
meets,50,66,116,0.431
mnei,263,0,263,1.0
engine,152,70,222,0.685
resigned,2,178,180,0.011
filed,53,663,716,0.074
tells,29,60,89,0.326
wgr,79,6,85,0.929
pulled,17,142,159,0.107
affair,34,20,54,0.63
dead,149,56,205,0.727
gaza,62,5,67,0.925
cellular,40,46,86,0.465
languages,127,14,141,0.901
resolution,69,196,265,0.26
twice,74,101,175,0.423
disappear,33,37,70,0.471
chocolate,51,14,65,0.785
jill,10,129,139,0.072
goodpasture,0,51,51,0.0
dolphin,8,45,53,0.151
minerals,67,12,79,0.848
hate,111,38,149,0.745
tour,117,171,288,0.406
tongue,252,2,254,0.992
mcclellan,6,50,56,0.107
time,5557,6820,12377,0.449
ering,58,0,58,1.0
deng,1,91,92,0.011
doubled,29,52,81,0.358
multi,431,119,550,0.784
noms,0,358,358,0.0
timely,139,174,313,0.444
withdrawal,33,59,92,0.359
citizens,59,53,112,0.527
features,497,153,650,0.765
lunch,25,577,602,0.042
encina,0,59,59,0.0
sky,137,14,151,0.907
sheet,70,1058,1128,0.062
ercot,0,178,178,0.0
london,226,1869,2095,0.108
insiders,35,79,114,0.307
red,386,271,657,0.588
processor,73,18,91,0.802
commitment,124,290,414,0.3
await,123,21,144,0.854
carter,6,135,141,0.043
prod,14,87,101,0.139
tasks,47,81,128,0.367
dvd,780,12,792,0.985
troops,41,14,55,0.745
luncheon,5,101,106,0.047
knle,64,0,64,1.0
candidate,80,348,428,0.187
goods,136,61,197,0.69
deputy,28,29,57,0.491
advanced,400,151,551,0.726
undisclosed,4,59,63,0.063
many,2693,2047,4740,0.568
gaining,30,45,75,0.4
commercial,539,1426,1965,0.274
thestreet,2,53,55,0.036
accrued,43,20,63,0.683
exhibit,18,46,64,0.281
users,507,478,985,0.515
marketer,52,167,219,0.237
faster,249,86,335,0.743
gadd,0,51,51,0.0
plane,118,59,177,0.667
excelled,159,2,161,0.988
beliefs,373,10,383,0.974
active,302,305,607,0.498
beiieve,170,0,170,1.0
printer,117,64,181,0.646
responsibilities,3,360,363,0.008
flat,83,153,236,0.352
ebs,0,588,588,0.0
duane,14,81,95,0.147
advantaqes,58,0,58,1.0
unsuitabie,89,0,89,1.0
happened,102,176,278,0.367
oklahoma,60,71,131,0.458
ravi,0,258,258,0.0
rfp,3,53,56,0.054
schedules,6,1549,1555,0.004
coal,38,374,412,0.092
electronically,13,49,62,0.21
accomplish,73,113,186,0.392
mad,74,17,91,0.813
individual,358,744,1102,0.325
sqnc,74,0,74,1.0
jana,4,79,83,0.048
determined,84,215,299,0.281
badly,58,45,103,0.563
father,514,67,581,0.885
solmonson,0,167,167,0.0
cindy,29,364,393,0.074
dwr,0,283,283,0.0
opinions,338,80,418,0.809
idea,240,510,750,0.32
failure,241,412,653,0.369
vince,32,8623,8655,0.004
sports,374,68,442,0.846
redeliveries,0,135,135,0.0
bible,50,14,64,0.781
exim,71,1,72,0.986
ozzie,0,56,56,0.0
examining,15,43,58,0.259
webmail,135,0,135,1.0
reiease,177,0,177,1.0
strategies,247,167,414,0.597
motor,67,61,128,0.523
hakemack,0,90,90,0.0
ultram,60,0,60,1.0
evaluate,52,161,213,0.244
location,270,605,875,0.309
northeast,47,154,201,0.234
marquez,4,51,55,0.073
oral,61,16,77,0.792
plaza,28,46,74,0.378
der,311,9,320,0.972
schneider,3,142,145,0.021
flexibility,18,171,189,0.095
aep,0,666,666,0.0
comfortable,51,197,248,0.206
digit,18,37,55,0.327
structured,30,228,258,0.116
publications,65,114,179,0.363
cam,68,7,75,0.907
passage,23,28,51,0.451
packed,56,12,68,0.824
potential,981,1054,2035,0.482
managing,141,899,1040,0.136
composite,12,197,209,0.057
anticipate,136,106,242,0.562
biggest,212,575,787,0.269
matthew,20,201,221,0.09
pussy,56,0,56,1.0
broadband,384,652,1036,0.371
jaeger,82,10,92,0.891
submission,81,73,154,0.526
delay,154,315,469,0.328
end,885,2251,3136,0.282
touched,27,52,79,0.342
publishing,155,77,232,0.668
lows,24,60,84,0.286
arab,44,21,65,0.677
opec,16,70,86,0.186
julie,50,801,851,0.059
units,85,696,781,0.109
origination,3,629,632,0.005
interests,202,350,552,0.366
options,337,1757,2094,0.161
looks,112,552,664,0.169
eases,84,4,88,0.955
dragon,207,2,209,0.99
calendars,3,74,77,0.039
sellers,51,182,233,0.219
omit,290,3,293,0.99
charlene,2,164,166,0.012
shirt,48,26,74,0.649
pin,56,38,94,0.596
vacation,103,417,520,0.198
memorial,13,44,57,0.228
aepin,0,97,97,0.0
totaling,28,41,69,0.406
estimating,17,56,73,0.233
ore,76,18,94,0.809
passing,18,66,84,0.214
britain,49,186,235,0.209
september,183,1476,1659,0.11
applications,322,396,718,0.448
publishinq,59,0,59,1.0
beneath,47,11,58,0.81
investigate,41,103,144,0.285
hsc,0,334,334,0.0
salomon,0,159,159,0.0
capture,85,209,294,0.289
teach,135,38,173,0.78
miller,30,470,500,0.06
specified,25,130,155,0.161
websites,480,25,505,0.95
doctor,460,20,480,0.958
alcohol,205,1,206,0.995
renewable,70,44,114,0.614
arthritis,68,11,79,0.861
southern,124,406,530,0.234
bod,7,76,83,0.084
collaborate,26,26,52,0.5
persons,109,76,185,0.589
inquiry,48,445,493,0.097
tight,53,121,174,0.305
drafted,3,52,55,0.055
crack,36,19,55,0.655
aimed,29,55,84,0.345
bernard,36,80,116,0.31
insider,89,70,159,0.56
goals,447,201,648,0.69
suggestions,219,259,478,0.458
mistake,89,134,223,0.399
expense,72,449,521,0.138
sell,1190,1382,2572,0.463
curt,25,56,81,0.309
specifics,5,48,53,0.094
indesign,65,0,65,1.0
aftermath,33,35,68,0.485
donoho,0,84,84,0.0
withers,1,95,96,0.01
egm,0,313,313,0.0
miningnews,92,0,92,1.0
seen,430,546,976,0.441
market,2776,5627,8403,0.33
predecessor,13,37,50,0.26
emma,33,31,64,0.516
prompt,133,190,323,0.412
public,845,1000,1845,0.458
returning,61,100,161,0.379
pennsylvania,37,97,134,0.276
sensitive,123,93,216,0.569
considered,635,322,957,0.664
pulse,25,60,85,0.294
recycling,36,19,55,0.655
secretary,46,210,256,0.18
yahoo,1072,337,1409,0.761
copied,8,61,69,0.116
sharing,148,117,265,0.558
adv,61,0,61,1.0
spreads,14,123,137,0.102
requiring,48,91,139,0.345
promoters,54,5,59,0.915
charity,190,19,209,0.909
cure,57,31,88,0.648
ranging,14,56,70,0.2
protecting,42,19,61,0.689
men,749,52,801,0.935
term,886,2937,3823,0.232
smoking,224,36,260,0.862
broadcasting,79,6,85,0.929
bass,21,40,61,0.344
acadia,109,0,109,1.0
root,48,31,79,0.608
